id2,id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude,box_type,city_abbr,street,note,slouceny,address,latlong
239,4506124,ParcelBox,True,"2025-05-04T15:54:26,557",PBOX OKE Ml. Stavbařů (Potravin),Free,49.223575611,17.511954194,PBOX,OKE,Ml. Stavbařů,Potravin,"""49.223575611,17.511954194"",","Ml. stavbařů 1811, 765 02 Otrokovice-Otrokovice 2, Czechia","49.223575611,17.511954194"
186,4495329,ParcelBox,True,"2025-05-04T10:34:23,060",PBOX OKE Napajedelská (LIDL),Free,49.198910611,17.536204194,PBOX,OKE,Napajedelská,LIDL,"""49.198910611,17.536204194"",","Napajedelská 1809, 765 02 Otrokovice-Otrokovice 2, Czechia","49.198910611,17.536204194"
46,4456226,ParcelBox,True,"2025-05-04T16:34:06,120",PBOX OKE tř.Tomáše Bati (Baťov),Free,49.217407805,17.516075611,PBOX,OKE,tř.Tomáše Bati,Baťov,"""49.217407805,17.516075611"",","tř. Tomáše Bati 1619, 765 02 Otrokovice-Otrokovice 2, Czechia","49.217407805,17.516075611"
1521,4566301,ParcelBox,True,"2025-05-03T15:14:59,960",PBOX OLA Ke Studánce (Potravin),Free,49.869685,18.419506388,PBOX,OLA,Ke Studánce,Potravin,"""49.869685,18.419506388"",","Ke Studánce 1341, 735 14 Orlová-Orlová 4, Czechia","49.869685,18.419506388"
33,4455112,ParcelBox,True,"2025-05-04T12:13:55,413",PBOX OLA Masaryk.třída (Prior),Free,49.870904388,18.425684694,PBOX,OLA,Masaryk.třída,Prior,"""49.870904388,18.425684694"",","Masarykova tř. 795, 735 14 Orlová-Orlová 4, Czechia","49.870904388,18.425684694"
1761,4573141,ParcelBox,True,"2025-05-04T14:15:05,350",PBOX OLA Okružní (FASTAV),Free,49.878712805,18.432886888,PBOX,OLA,Okružní,FASTAV,"""49.878712805,18.432886888"",","Okružní 1440, Lutyně, 735 14 Orlová-Orlová 4, Czechia","49.878712805,18.432886888"
1182,4402272,ParcelBox,True,"2025-05-02T18:13:21,830",PBOX OLA Petřvaldská (Axad),Free,49.837196111,18.4172575,PBOX,OLA,Petřvaldská,Axad,"""49.837196111,18.4172575"",","Petřvaldská 953, 735 11 Orlová-Orlová 1, Czechia","49.837196111,18.4172575"
1798,4575427,ParcelBox,True,"2025-05-03T13:35:13,843",PBOX OLA Školní (LeCafe),Free,49.874145,18.432286388,PBOX,OLA,Školní,LeCafe,"""49.874145,18.432286388"",","Školní 861, Lutyně, 735 14 Orlová-Orlová 4, Czechia","49.874145,18.432286388"
1630,4568229,ParcelBox,True,"2025-04-28T18:55:30,607",PBOX OLA Žofínská (Věra),Free,49.850191111,18.419155805,PBOX,OLA,Žofínská,Věra,"""49.850191111,18.419155805"",","Žofinská 511, Poruba, 735 14 Orlová-Orlová 4, Czechia","49.850191111,18.419155805"
72,4473169,ParcelBox,True,"2025-05-04T15:54:06,717",PBOX OLO Brněnská (AutRolný),Free,49.578493111,17.239547805,PBOX,OLO,Brněnská,AutRolný,"""49.578493111,17.239547805"",","Brněnská 492/45A, Povel, 779 00 Olomouc-Olomouc 9, Czechia","49.578493111,17.239547805"
1902,4586296,ParcelBox,True,"2025-05-04T16:35:27,473",PBOX OLO Čajkovského (VilaH-A),Free,49.57697,17.233503305,PBOX,OLO,Čajkovského,VilaH-A,"""49.57697,17.233503305"",","Čajkovského 591/17, 779 00 Olomouc-Olomouc 9, Czechia","49.57697,17.233503305"
1492,4563871,ParcelBox,True,"2025-05-04T16:55:06,197",PBOX OLO Dlouhá (Zdravot.),Free,49.601264694,17.25738,PBOX,OLO,Dlouhá,Zdravot.,"""49.601264694,17.25738"",","Dlouhá 524/28, Lazce, 779 00 Olomouc-Olomouc 9, Czechia","49.601264694,17.25738"
948,4326270,ParcelBox,True,"2025-05-04T14:52:47,277",PBOX OLO Dol.Hejčínská (OMV),Free,49.601856111,17.243555,PBOX,OLO,Dol.Hejčínská,OMV,"""49.601856111,17.243555"",","Dolní hejčínská 30, 772 00 Olomouc-Olomouc 9, Czechia","49.601856111,17.243555"
1890,4584764,ParcelBox,True,"2025-05-04T12:35:30,927",PBOX OLO Holečkova,Free,49.579537194,17.248945,PBOX,OLO,Holečkova,chybi,"""49.579537194,17.248945"",","Holečkova 193/10, 779 00 Olomouc-Olomouc 9, Czechia","49.579537194,17.248945"
3609,4696336,ParcelBox,True,"2025-05-04T16:55:54,377",PBOX OLO Chválkovická (ProfTisk),Free,49.607152194,17.282016388,PBOX,OLO,Chválkovická,ProfTisk,"""49.607152194,17.282016388"",","Olomouc, Chválkovická-Epava, 779 00 Olomouc-Olomouc 9, Czechia","49.607152194,17.282016388"
1484,4563852,ParcelBox,True,"2025-05-04T16:15:01,437",PBOX OLO Kavaleristů (TRNY),Free,49.593119194,17.270069194,PBOX,OLO,Kavaleristů,TRNY,"""49.593119194,17.270069194"",","Kavaléristů 10, 779 00 Olomouc-Olomouc 9, Czechia","49.593119194,17.270069194"
229,4505154,ParcelBox,True,"2025-05-04T13:54:16,487",PBOX OLO Lazecká (LIDL),Free,49.602631694,17.25155,PBOX,OLO,Lazecká,LIDL,"""49.602631694,17.25155"",","Lazecká 49/33, Lazce, 779 00 Olomouc-Olomouc 9, Czechia","49.602631694,17.25155"
1938,4588301,ParcelBox,True,"2025-05-04T09:55:15,223",PBOX OLO Na Tabul. vrchu (Pollo),Free,49.5836325,17.226066888,PBOX,OLO,Na Tabul. vrchu,Pollo,"""49.5836325,17.226066888"",","Na Tabulovém vrchu 4, 779 00 Olomouc-Olomouc 9, Czechia","49.5836325,17.226066888"
926,4311174,ParcelBox,True,"2025-05-04T14:52:46,183",PBOX OLO Náves Svobody (Potravin),Free,49.571436694,17.294638611,PBOX,OLO,Náves Svobody,Potravin,"""49.571436694,17.294638611"",","Náves Svobody 651/42A, Holice, 779 00 Olomouc-Olomouc 9, Czechia","49.571436694,17.294638611"
987,4330857,ParcelBox,True,"2025-05-04T11:12:53,843",PBOX OLO Nedvědova (Endyrol),Free,49.581256388,17.2474275,PBOX,OLO,Nedvědova,Endyrol,"""49.581256388,17.2474275"",","Nedvědova 389, 779 00 Olomouc-Olomouc 9, Czechia","49.581256388,17.2474275"
3562,4591669,ParcelBox,True,"2025-05-04T14:15:25,567",PBOX OLO Novosadská (APIS),Free,49.5764875,17.256446388,PBOX,OLO,Novosadská,APIS,"""49.5764875,17.256446388"",","Zikova 619/3, Nové Sady, 779 00 Olomouc-Olomouc 9, Czechia","49.5764875,17.256446388"
21,4453584,ParcelBox,True,"2025-05-04T09:13:52,467",PBOX OLO Olomoucká (Makro),Free,49.591388805,17.3380555,PBOX,OLO,Olomoucká,Makro,"""49.591388805,17.3380555"",","Olomoucká 791, 783 53 Velká Bystřice, Czechia","49.591388805,17.3380555"
937,4323897,ParcelBox,True,"2025-05-04T04:32:46,283",PBOX OLO Pasteurova (Senimo),Free,49.598991888,17.272026111,PBOX,OLO,Pasteurova,Senimo,"""49.598991888,17.272026111"",","Pasteurova 905/10, 779 00 Olomouc-Olomouc 9, Czechia","49.598991888,17.272026111"
1041,4339803,ParcelBox,True,"2025-05-04T13:52:56,197",PBOX OLO Pražská (City),Free,49.602493305,17.219873111,PBOX,OLO,Pražská,City,"""49.602493305,17.219873111"",","Pražská 255/41, 779 00 Olomouc-Olomouc 9, Czechia","49.602493305,17.219873111"
888,4305275,ParcelBox,True,"2025-05-04T12:32:54,507",PBOX OLO Rooseveltova (Janták),Free,49.580681888,17.256230305,PBOX,OLO,Rooseveltova,Janták,"""49.580681888,17.256230305"",","Nové Sady 52/52, Nové Sady, 779 00 Olomouc-Olomouc 9, Czechia","49.580681888,17.256230305"
232,4505380,ParcelBox,True,"2025-05-04T07:14:26,613",PBOX OLO Sladkovského (JIKO),Free,49.5882775,17.284620305,PBOX,OLO,Sladkovského,JIKO,"""49.5882775,17.284620305"",","Aut.nádraží podchod, 779 00 Olomouc-Olomouc 9, Czechia","49.5882775,17.284620305"
1452,4561214,ParcelBox,True,"2025-05-04T10:14:51,503",PBOX OLO Sokolovská (Narohu),Free,49.600209388,17.267105,PBOX,OLO,Sokolovská,Narohu,"""49.600209388,17.267105"",","Sokolovská 80/4, 779 00 Olomouc-Olomouc 9, Czechia","49.600209388,17.267105"
899,4307280,ParcelBox,True,"2025-05-04T16:52:52,803",PBOX OLO tř. Míru (LIDL),Free,49.597356111,17.235286694,PBOX,OLO,tř. Míru,LIDL,"""49.597356111,17.235286694"",","Třída Jiřího Pelikána 1399/2, 779 00 Olomouc-Olomouc 9, Czechia","49.597356111,17.235286694"
1614,4568006,ParcelBox,True,"2025-05-04T10:14:59,103",PBOX OME Olbramovice (OBEC),Free,49.673369388,14.639179388,PBOX,OME,Olbramovice,OBEC,"""49.673369388,14.639179388"",","Olbramovice Ves 50, 259 01 Olbramovice-Votice, Czechia","49.673369388,14.639179388"
562,4556328,ParcelBox,True,"2025-05-03T12:14:48,597",PBOX ONE Obecnice (Obec),Free,49.716369388,13.949352194,PBOX,ONE,Obecnice,Obec,"""49.716369388,13.949352194"",","Obecnice 159, 262 21 Obecnice, Czechia","49.716369388,13.949352194"
509,4552561,ParcelBox,True,"2025-05-04T13:34:36,987",PBOX ONL Hradecká (KM Prona),Free,50.151076388,15.794928611,PBOX,ONL,Hradecká,KM Prona,"""50.151076388,15.794928611"",","Hradecká 497/497, 533 45 Opatovice nad Labem, Czechia","50.151076388,15.794928611"
1686,4569464,ParcelBox,True,"2025-05-04T09:34:59,827",PBOX ONO OBCHODNÍ (LIDL),Free,50.3123425,12.941108888,PBOX,ONO,OBCHODNÍ,LIDL,"""50.3123425,12.941108888"",","Obchodní 1446, 363 01 Ostrov-Ostrov nad Ohří, Czechia","50.3123425,12.941108888"
1528,4566959,ParcelBox,True,"2025-04-26T04:38:20,017",PBOX ONY Nádražní (ČS),Free,49.118076388,16.34709,PBOX,ONY,Nádražní,ČS,"""49.118076388,16.34709"",","Nádražní 664 12, 664 12 Oslavany, Czechia","49.118076388,16.34709"
396,4543002,ParcelBox,True,"2025-05-04T16:14:40,953",PBOX ONY Starohorská (Autobus),Free,49.120564388,16.3363025,PBOX,ONY,Starohorská,Autobus,"""49.120564388,16.3363025"",","Starohorská 66412, 664 12 Oslavany, Czechia","49.120564388,16.3363025"
1769,4573404,ParcelBox,True,"2025-05-01T08:16:02,693",PBOX OOE Hlavní (COOP),Free,49.499952194,17.738410305,PBOX,OOE,Hlavní,COOP,"""49.499952194,17.738410305"",","Hlavní 12, 753 56 Opatovice-Opatovice u Hranic, Czechia","49.499952194,17.738410305"
1079,4356361,ParcelBox,True,"2025-05-04T16:13:03,973",PBOX OPA U Cukrovaru (Zlatovar),Free,49.949243888,17.903506888,PBOX,OPA,U Cukrovaru,Zlatovar,"""49.949243888,17.903506888"",","U Cukrovaru 1454/13, Kateřinky, 747 05 Opava-Opava 5, Czechia","49.949243888,17.903506888"
344,4540514,ParcelBox,True,"2025-05-03T19:14:34,937",PBOX OPO Jana Pitry (Město),Free,50.272363111,16.113187194,PBOX,OPO,Jana Pitry,Město,"""50.272363111,16.113187194"",","Jana Pitry 775/775, 517 73 Opočno, Czechia","50.272363111,16.113187194"
160,4493818,ParcelBox,True,"2025-05-04T16:14:23,067",PBOX OPV Bílovecká 62 (HRUŠK775),Free,49.9230725,17.912414194,PBOX,OPV,Bílovecká 62,HRUŠK775,"""49.9230725,17.912414194"",","Bílovecká 1009, 747 06 Opava-Opava 6, Czechia","49.9230725,17.912414194"
161,4493819,ParcelBox,True,"2025-05-04T15:34:19,093",PBOX OPV Bílovecká 99 (HRUŠK732),Free,49.919295805,17.911521694,PBOX,OPV,Bílovecká 99,HRUŠK732,"""49.919295805,17.911521694"",","Bílovecká 758/99, 747 06 Opava-Opava 6, Czechia","49.919295805,17.911521694"
394,4542989,ParcelBox,True,"2025-05-04T14:54:32,240",PBOX OPV Krnovská (OD TEMPO),Free,49.953936111,17.868198888,PBOX,OPV,Krnovská,OD TEMPO,"""49.953936111,17.868198888"",","Krnovská 566/165, Jaktař, 747 07 Opava-Opava 1, Czechia","49.953936111,17.868198888"
622,4560170,ParcelBox,True,"2025-05-03T21:14:55,577",PBOX OPV Lepařova (BENE),Free,49.940445805,17.894529388,PBOX,OPV,Lepařova,BENE,"""49.940445805,17.894529388"",","Lepařova 8/2906, 746 01 Opava-Opava 1, Czechia","49.940445805,17.894529388"
1644,4568615,ParcelBox,True,"2025-05-04T11:34:59,507",PBOX OPV Otická (Pekárna),Free,49.930296888,17.890323305,PBOX,OPV,Otická,Pekárna,"""49.930296888,17.890323305"",","Otická 2469, Předměstí, 746 01 Opava-Opava 1, Czechia","49.930296888,17.890323305"
1866,4582894,ParcelBox,True,"2025-05-04T16:35:24,597",PBOX OPV Ratibořská (Prior),Free,49.941614194,17.910534194,PBOX,OPV,Ratibořská,Prior,"""49.941614194,17.910534194"",","Ratibořská 45/1475, 747 05 Opava-Opava 5, Czechia","49.941614194,17.910534194"
1865,4582891,ParcelBox,True,"2025-05-04T16:55:27,983",PBOX OPV Rolnická (Církve),Free,49.946352194,17.908263611,PBOX,OPV,Rolnická,Církve,"""49.946352194,17.908263611"",","Antonína Sovy 1251/30, Kateřinky, 747 05 Opava-Opava 5, Czechia","49.946352194,17.908263611"
1652,4568632,ParcelBox,True,"2025-05-03T20:15:02,110",PBOX OPV Ruská (OD Tempo),Free,49.920211388,17.917718305,PBOX,OPV,Ruská,OD Tempo,"""49.920211388,17.917718305"",","Ruská 57-49, 747 06 Opava-Opava 6, Czechia","49.920211388,17.917718305"
1444,4561202,ParcelBox,True,"2025-05-03T06:34:59,703",PBOX OPV Sadová (Baňky),Free,49.943138888,17.898094388,PBOX,OPV,Sadová,Baňky,"""49.943138888,17.898094388"",","Sadová 121/4, 746 01 Opava-Opava 1, Czechia","49.943138888,17.898094388"
1085,4358857,ParcelBox,True,"2025-05-04T17:13:01,200",PBOX OPV U Fortny (OC Breda),Free,49.940914194,17.900501888,PBOX,OPV,U Fortny,OC Breda,"""49.940914194,17.900501888"",","U Fortny 10, 746 01 Opava-Opava 1, Czechia","49.940914194,17.900501888"
3387,4574088,ParcelBox,True,"2025-05-04T13:15:09,053",PBOX OPV Vančurova (Luna-Ovo),Free,49.9414475,17.882337805,PBOX,OPV,Vančurova,Luna-Ovo,"""49.9414475,17.882337805"",","Vančurova 2946/26A, Předměstí, 746 01 Opava-Opava 1, Czechia","49.9414475,17.882337805"
162,4493820,ParcelBox,True,"2025-05-03T12:14:19,003",PBOX OPV Zámecký okruh (Euroauto),Free,49.938003305,17.911511694,PBOX,OPV,Zámecký okruh,Euroauto,"""49.938003305,17.911511694"",","Zámecký okruh 2966/21, Předměstí, 746 01 Opava-Opava 1, Czechia","49.938003305,17.911511694"
1642,4568268,ParcelBox,True,"2025-05-03T13:35:03,387",PBOX ORY Opařany (COOP),Free,49.397099388,14.479814388,PBOX,ORY,Opařany,COOP,"""49.397099388,14.479814388"",","Opařany 84, 391 61 Opařany, Czechia","49.397099388,14.479814388"
221,4504849,ParcelBox,True,"2025-05-04T12:14:19,457",PBOX OSE Ostravice (Labuť),Free,49.549345305,18.380145,PBOX,OSE,Ostravice,Labuť,"""49.549345305,18.380145"",","Ostravice 731, 739 14 Ostravice, Czechia","49.549345305,18.380145"
210,4504047,ParcelBox,True,"2025-05-04T15:34:22,083",PBOX OSK Tyršova (OD),Free,50.625173888,13.6910125,PBOX,OSK,Tyršova,OD,"""50.625173888,13.6910125"",","Tyršova 683, 417 05 Osek-Osek u Duchcova, Czechia","50.625173888,13.6910125"
1908,4586549,ParcelBox,True,"2025-04-30T09:36:50,007",PBOX OST 28. Října (Úřad),Free,49.829711694,18.269704194,PBOX,OST,28. Října,Úřad,"""49.829711694,18.269704194"",","28. října 1512/123, 702 00 Moravská Ostrava a Přívoz, Czechia","49.829711694,18.269704194"
41,4455846,ParcelBox,True,"2025-05-03T11:13:48,217",PBOX OST 28.října (Hulváky),Free,49.8261875,18.243398111,PBOX,OST,28.října,Hulváky,"""49.8261875,18.243398111"",","Hulváky, 709 00 Ostrava-Mariánské Hory a Hulváky, Czechia","49.8261875,18.243398111"
251,4506907,ParcelBox,True,"2025-05-03T16:14:29,663",PBOX OST Ahepjukova (HRUŠK624),Free,49.8367275,18.263159388,PBOX,OST,Ahepjukova,HRUŠK624,"""49.8367275,18.263159388"",","Ahepjukova 2859/8, 702 00 Moravská Ostrava a Přívoz, Czechia","49.8367275,18.263159388"
302,4536732,ParcelBox,True,"2025-05-03T11:54:31,030",PBOX OST Čapkova (Restaura),Free,49.817213611,18.340618111,PBOX,OST,Čapkova,Restaura,"""49.817213611,18.340618111"",","434, Čapkova 434/38, 716 00 Ostrava-Radvanice a Bartovice, Czechia","49.817213611,18.340618111"
429,4546459,ParcelBox,True,"2025-05-04T16:34:43,503",PBOX OST Čkalovova (Zimák),Free,49.829706888,18.176245611,PBOX,OST,Čkalovova,Zimák,"""49.829706888,18.176245611"",","Čkalovova 6144/18a, 708 00 Ostrava-Poruba, Czechia","49.829706888,18.176245611"
1037,4339382,ParcelBox,True,"2025-05-04T13:12:58,710",PBOX OST Čujkovova (služby),Free,49.790989694,18.23755,PBOX,OST,Čujkovova,služby,"""49.790989694,18.23755"",","nám.Sloven.národn. povstání 4368/1, 700 30 Ostrava-Ostrava-jih, Czechia","49.790989694,18.23755"
440,4547062,ParcelBox,True,"2025-05-03T19:54:34,213",PBOX OST Gen. Sochora (AMBG),Free,49.833993111,18.180904388,PBOX,OST,Gen. Sochora,AMBG,"""49.833993111,18.180904388"",","Gen. Sochora 1379/6, 708 00 Ostrava-Poruba, Czechia","49.833993111,18.180904388"
40,4455844,ParcelBox,True,"2025-05-04T17:13:59,170",PBOX OST Hlavní třída (Palác),Free,49.826379194,18.1796775,PBOX,OST,Hlavní třída,Palác,"""49.826379194,18.1796775"",","Hlavní tř. 1196, 708 00 Ostrava-Poruba, Czechia","49.826379194,18.1796775"
150,4492778,ParcelBox,True,"2025-05-04T12:54:16,297",PBOX OST Horní (KFC),Free,49.775331388,18.249563305,PBOX,OST,Horní,KFC,"""49.775331388,18.249563305"",","Horní 300/77, 700 30 Ostrava-jih, Czechia","49.775331388,18.249563305"
845,4301608,ParcelBox,True,"2025-05-04T17:32:44,220",PBOX OST Horní (Moravel),Free,49.786768888,18.257844388,PBOX,OST,Horní,Moravel,"""49.786768888,18.257844388"",","Horní 1457/59, 700 30 Ostrava-jih-Hrabůvka, Czechia","49.786768888,18.257844388"
1100,4361815,ParcelBox,True,"2025-05-04T17:33:02,720",PBOX OST Horní (Nábytek),Free,49.774671694,18.246464694,PBOX,OST,Horní,Nábytek,"""49.774671694,18.246464694"",","120, Horní 1046, 700 30 Ostrava-Ostrava-jih, Czechia","49.774671694,18.246464694"
852,4301993,ParcelBox,True,"2025-05-04T16:12:46,687",PBOX OST Horní (Orio),Free,49.779266388,18.253242194,PBOX,OST,Horní,Orio,"""49.779266388,18.253242194"",","Horní 288/67, 700 30 Ostrava-jih-Dubina, Czechia","49.779266388,18.253242194"
1180,4402094,ParcelBox,True,"2025-05-04T17:13:10,517",PBOX OST Hornopolní (BHS),Free,49.841043111,18.270893305,PBOX,OST,Hornopolní,BHS,"""49.841043111,18.270893305"",","Hornopolní 3308, 702 00 Moravská Ostrava a Přívoz, Czechia","49.841043111,18.270893305"
250,4506906,ParcelBox,True,"2025-05-02T18:14:46,757",PBOX OST Hornopolní (HRUŠK726),Free,49.841579694,18.267052805,PBOX,OST,Hornopolní,HRUŠK726,"""49.841579694,18.267052805"",","Josefa Brabce 2872/37, 702 00 Moravská Ostrava a Přívoz, Czechia","49.841579694,18.267052805"
222,4504850,ParcelBox,True,"2025-05-02T16:54:36,107",PBOX OST Hrušovská (SAREZA),Free,49.851569694,18.283484194,PBOX,OST,Hrušovská,SAREZA,"""49.851569694,18.283484194"",","Hrušovská 2953/15, 702 00 Moravská Ostrava a Přívoz, Czechia","49.851569694,18.283484194"
1213,4419711,ParcelBox,True,"2025-05-04T17:13:13,790",PBOX OST Hulvácká (In club),Free,49.808659388,18.239515,PBOX,OST,Hulvácká,In club,"""49.808659388,18.239515"",","Hulvácká 2081/2, 700 30 Ostrava-jih-Zábřeh, Czechia","49.808659388,18.239515"
1879,4583974,ParcelBox,True,"2025-04-26T04:38:54,243",PBOX OST Ibsenova (servis),Free,49.846827194,18.265469694,PBOX,OST,Ibsenova,servis,"""49.846827194,18.265469694"",","Ibsenova 1167/31, 702 00 Ostrava-Moravská Ostrava a Přívoz, Czechia","49.846827194,18.265469694"
199,4496332,ParcelBox,True,"2025-05-03T17:34:17,560",PBOX OST Jugoslávská (LIDL),Free,49.804291111,18.243511388,PBOX,OST,Jugoslávská,LIDL,"""49.804291111,18.243511388"",","Jugoslávská 3217/30, 700 30 Ostrava-Ostrava-jih, Czechia","49.804291111,18.243511388"
1222,4424230,ParcelBox,True,"2025-05-03T13:13:11,240",PBOX OST K Lávce (Koksovna),Free,49.855178305,18.274414694,PBOX,OST,K Lávce,Koksovna,"""49.855178305,18.274414694"",","K Lávce 1141/1, 702 00 Ostrava-Moravská Ostrava a Přívoz, Czechia","49.855178305,18.274414694"
203,4498886,ParcelBox,True,"2025-05-04T16:54:29,497",PBOX OST K Myslivně (Itesa),Free,49.825459194,18.156756694,PBOX,OST,K Myslivně,Itesa,"""49.825459194,18.156756694"",","K Myslivně 9, 708 00 Ostrava-Poruba, Czechia","49.825459194,18.156756694"
1689,4569876,ParcelBox,True,"2025-05-04T17:15:02,943",PBOX OST Karla Svobody (Kafrárna),Free,49.86098,18.147171388,PBOX,OST,Karla Svobody,Kafrárna,"""49.86098,18.147171388"",","Karla Svobody 369/5a, 725 27 Ostrava-Plesná, Czechia","49.86098,18.147171388"
27,4455105,ParcelBox,True,"2025-05-04T09:33:56,963",PBOX OST Kpt.Vajdy (hotel),Free,49.791626694,18.2464975,PBOX,OST,Kpt.Vajdy,hotel,"""49.791626694,18.2464975"",","unut 8/g263, Plzeňská 2622/lok.18, 700 30 Ostrava-Ostrava-jih, Czechia","49.791626694,18.2464975"
265,4532029,ParcelBox,True,"2025-05-03T18:14:28,483",PBOX OST Lechova (HRUŠK715),Free,49.834248611,18.337628305,PBOX,OST,Lechova,HRUŠK715,"""49.834248611,18.337628305"",","Trnkovecká, 715 00 Ostrava-Slezská Ostrava, Czechia","49.834248611,18.337628305"
1682,4569452,ParcelBox,True,"2025-05-04T16:15:10,143",PBOX OST Lužická (Stračena),Free,49.777163611,18.220228888,PBOX,OST,Lužická,Stračena,"""49.777163611,18.220228888"",","Lužická 590/2, 700 30 Ostrava-Ostrava-jih, Czechia","49.777163611,18.220228888"
1835,4579551,ParcelBox,True,"2025-05-04T15:55:18,740",PBOX OST M. Bajera (Duha),Free,49.844577805,18.168188111,PBOX,OST,M. Bajera,Duha,"""49.844577805,18.168188111"",","Miroslava Bajera 6040/1, 708 00 Ostrava-Poruba, Czechia","49.844577805,18.168188111"
1171,4395186,ParcelBox,True,"2025-05-03T19:33:14,567",PBOX OST Martinovská (HRUŠK767),Free,49.837779694,18.188087805,PBOX,OST,Martinovská,HRUŠK767,"""49.837779694,18.188087805"",","Martinovská 6186/15, 708 00 Ostrava-Poruba, Czechia","49.837779694,18.188087805"
1109,4364912,ParcelBox,True,"2025-05-04T17:33:03,663",PBOX OST Michálkovická (LIDL),Free,49.842432194,18.306059194,PBOX,OST,Michálkovická,LIDL,"""49.842432194,18.306059194"",","Michálkovická 2169/88, 710 00 Slezská Ostrava, Czechia","49.842432194,18.306059194"
1036,4338895,ParcelBox,True,"2025-05-02T20:33:11,907",PBOX OST Místecká (Makro),Free,49.775749194,18.268819694,PBOX,OST,Místecká,Makro,"""49.775749194,18.268819694"",","Místecká 755/280, 720 00 Ostrava-Hrabová, Czechia","49.775749194,18.268819694"
877,4304399,ParcelBox,True,"2025-05-04T14:32:48,007",PBOX OST Mjr.Nováka (Bowling),Free,49.7845975,18.2679625,PBOX,OST,Mjr.Nováka,Bowling,"""49.7845975,18.2679625"",","Na Obecní 446/13, 700 30 Ostrava-jih-Hrabůvka, Czechia","49.7845975,18.2679625"
53,4456957,ParcelBox,True,"2025-05-04T11:34:00,417",PBOX OST nábřeží SPB (HRUŠK574),Free,49.824686388,18.167116388,PBOX,OST,nábřeží SPB,HRUŠK574,"""49.824686388,18.167116388"",","Nábř. Svazu Protifaš. bojovníků 457/30, 708 00 Ostrava-Poruba, Czechia","49.824686388,18.167116388"
679,4263963,ParcelBox,True,"2025-05-04T16:32:29,257",PBOX OST Nad Porubkou (LIDL),Free,49.818757194,18.184703305,PBOX,OST,Nad Porubkou,LIDL,"""49.818757194,18.184703305"",","Nad Porubkou 2400, 708 00 Ostrava-Poruba, Czechia","49.818757194,18.184703305"
315,4538054,ParcelBox,True,"2025-05-04T10:54:30,877",PBOX OST nám.V.Vacka (OC Silvi),Free,49.844303111,18.169670805,PBOX,OST,nám.V.Vacka,OC Silvi,"""49.844303111,18.169670805"",","708 00, Ostrava-Poruba, Czechia","49.844303111,18.169670805"
386,4542840,ParcelBox,True,"2025-05-04T12:34:45,960",PBOX OST Novoveská (Baumax),Free,49.8373375,18.257316888,PBOX,OST,Novoveská,Baumax,"""49.8373375,18.257316888"",","Jiřího Trnky, 702 00 Ostrava-Moravská Ostrava a Přívoz, Czechia","49.8373375,18.257316888"
1103,4362556,ParcelBox,True,"2025-05-04T17:33:02,853",PBOX OST Oty Synka (Šatlava),Free,49.847135611,18.159066388,PBOX,OST,Oty Synka,Šatlava,"""49.847135611,18.159066388"",","Oty Synka 33, 708 00 Ostrava-Poruba, Czechia","49.847135611,18.159066388"
1214,4419713,ParcelBox,True,"2025-05-04T16:33:19,213",PBOX OST Patrice Lumumby (HRUŠK415),Free,49.786493305,18.233858611,PBOX,OST,Patrice Lumumby,HRUŠK415,"""49.786493305,18.233858611"",","Patrice Lumumby 2471/7, 700 30 Ostrava-jih, Czechia","49.786493305,18.233858611"
1828,4579196,ParcelBox,True,"2025-05-03T18:55:11,693",PBOX OST Pavlouskova (Stračena),Free,49.838814388,18.163370611,PBOX,OST,Pavlouskova,Stračena,"""49.838814388,18.163370611"",","Pavlouskova 24, 708 00 Ostrava-Poruba, Czechia","49.838814388,18.163370611"
1018,4336750,ParcelBox,True,"2025-05-04T13:32:54,810",PBOX OST Petra Křičky (Budoucno),Free,49.8281225,18.2745075,PBOX,OST,Petra Křičky,Budoucno,"""49.8281225,18.2745075"",","Petra Křičky 2863, 702 00 Moravská Ostrava a Přívoz, Czechia","49.8281225,18.2745075"
1843,4579766,ParcelBox,True,"2025-05-02T20:15:28,937",PBOX OST Plavecká (TJ Sokol),Free,49.789898888,18.266090805,PBOX,OST,Plavecká,TJ Sokol,"""49.789898888,18.266090805"",","Plavecká 1636, 700 30 Ostrava-jih-Hrabůvka, Czechia","49.789898888,18.266090805"
879,4304401,ParcelBox,True,"2025-05-04T16:12:48,007",PBOX OST Plzeňská (Dakota),Free,49.782867805,18.246478111,PBOX,OST,Plzeňská,Dakota,"""49.782867805,18.246478111"",","Plzeňská 221/333, 724 00 Ostrava-Stará Bělá, Czechia","49.782867805,18.246478111"
138,4491783,ParcelBox,True,"2025-05-04T15:34:15,870",PBOX OST Poděbradova (Nářadí),Free,49.839910611,18.281515,PBOX,OST,Poděbradova,Nářadí,"""49.839910611,18.281515"",","Poděbradova 3209/58, 702 00 Moravská Ostrava a Přívoz, Czechia","49.839910611,18.281515"
1008,4334614,ParcelBox,True,"2025-05-03T21:52:54,607",PBOX OST Poděbradova (Poděbrad),Free,49.837093305,18.283279694,PBOX,OST,Poděbradova,Poděbrad,"""49.837093305,18.283279694"",","Poděbradova 836/42, 702 00 Moravská Ostrava a Přívoz, Czechia","49.837093305,18.283279694"
